"排名","代號 ▲","名稱","成交","漲跌價","漲跌幅","平均增減(元)","2005增減(元)","2006增減(元)","2007增減(元)","2008增減(元)","2009增減(元)","2010增減(元)","2011增減(元)","2012增減(元)","2013增減(元)","2014增減(元)","2015增減(元)","2016增減(元)","17Q2增減(元)","17Q3增減(元)"
"2",="6107","華美","5.53","-0.61","-9.93%","+0.48","+1.04","+0.13","+1.37","-0.13","+0.42","+0.03","-1.43","+3.41","-1.5","+3.7","-2.07","+0.82","-3.98",""
"186",="6108","競國","29.5","-0.1","-0.34%","-0.04","-0.62","-1.78","+1.63","-1.07","+2.43","-1.17","-0.2","-0.71","-1.15","+1.08","-1.95","+3.04","+0.11",""
"83",="6109","亞元","12.3","-0.25","-1.99%","+0.15","-0.35","+1.57","-0.44","-1.31","+1.96","-1.35","-0.5","+1.62","-1.08","+1.77","+0.37","-0.46","","-0.06"
"1571",="6111","大宇資","84.7","0","0%","-0.38","-8.12","+1.05","+1.68","-2.16","+9.97","-6.53","+0.56","-0.73","+2.03","-0.2","+4.69","-6.77","+2.66",""
"178",="6112","聚碩","29.05","-0.1","-0.34%","+0.16","-0.41","+1","+1","-0.73","-0.15","+0.59","+0.57","+0.2","-0.06","-0.02","-0.05","+0.03","","+0.08"
"1572",="6113","亞矽","9.34","+0.07","+0.76%","+0.09","-2.12","+0.62","-0.53","+0.83","+2.83","+0.59","-1.7","-0.09","-1.09","+0.18","-1.08","+2.66","-0.4",""
"584",="6114","久威","69","+0.5","+0.73%","+0.53","-2.41","-1.32","+1.61","-2.49","+0.22","-1.82","+3.99","+1.15","+0.43","+5.91","+1.56","-0.45","","+2.21"
"46",="6115","鎰勝","43.35","-0.05","-0.12%","+0.08","-0.03","+2.42","-0.82","-0.2","+1.87","-2.23","+0.36","-0.38","-0.28","-0.34","-0.11","+0.69","-0.69",""
"518",="6116","彩晶","10.7","+0.15","+1.42%","+0.06","-2.18","+0.87","+3.69","-4.12","-1.34","+1.11","+0.18","+0.72","+2.67","-1.95","-0.84","+1.93","","+1.33"
"1573",="6117","迎廣","19","+0.1","+0.53%","-0.04","+2.56","-0.1","-0.57","+1.14","-1.94","+0.98","+0.22","-1.27","+0.66","+0.2","-3.06","+0.72","-0.7",""
"1574",="6118","建達","6.99","-0.01","-0.14%","+0.31","+4.96","-1.24","+0.6","-0.19","+0.26","-0.39","-0.09","+0.16","-0.13","-0.46","+0.21","+0.08","-0.01",""
"1167",="6120","達運","26.85","+0.45","+1.7%","-0.46","-0.48","-2.95","-2.91","-2.34","+4.64","+0.39","-1.54","-0.49","-2.11","+4.3","-2.98","+0.92","","+0.29"
"803",="6121","新普","181.5","-1","-0.55%","+0.04","+0.46","+0.77","+1.84","-0.38","-0.61","+2.39","+0.1","-2.45","-0.21","+0.48","-0.88","-1.01","-0.55",""
"1575",="6122","擎邦","11.2","+0.05","+0.45%","-0.1","+0.32","+0.14","-0.5","+1.08","+0.18","+0.01","-0.81","-0.42","-1.48","+0.76","-0.51","0","+0.15",""
"217",="6123","上奇","46.2","+1.05","+2.33%","+0.56","+4.15","+1.33","+0.33","+0.27","-0.79","+1.82","-0.74","-0.28","-1.19","+0.37","+0.56","+0.9","","-0.35"
"1576",="6124","業強","25.3","-0.05","-0.2%","-0.01","+2.75","-2.08","-0.69","-2.08","+0.91","0","-0.02","+0.13","+0.38","-0.6","-0.25","+1.48","-2.02",""
"496",="6125","廣運","10.45","0","0%","-0.28","+3.73","-1.25","+0.15","+0.22","-4.77","+0.97","-2.15","-2.29","+1.53","+2.57","-0.44","-1.59","-1.69",""
"1577",="6126","信音","14.45","-0.05","-0.34%","-0.03","+0.89","+0.85","-0.56","-1.49","+3.08","-1.05","-0.76","-0.48","-1.75","-0.3","-3.05","+4.21","","+0.57"
"1090",="6127","九豪","17.2","0","0%","+0.02","-1.09","+1.78","-0.39","-0.5","-0.84","+2.27","-1.12","-1.97","+0.83","+0.87","+0.16","+0.24","+0.02",""
"196",="6128","上福","41.65","-0.35","-0.83%","+0.12","-1.7","+2.26","-1.37","+0.18","+2.1","-0.57","-0.89","-0.58","+0.28","+0.67","+0.62","+0.5","-0.85",""
"1578",="6129","普誠","8.6","-0.05","-0.58%","-0.21","-0.71","-0.49","-0.51","-0.74","+0.55","+0.56","-0.95","0","-0.73","+0.99","-1.26","+0.82","","-0.3"
"1579",="6130","星寶國際","49","+0.4","+0.82%","+0.23","-4.52","-0.28","+6.31","-2.63","+3.54","+1.19","+4.6","-1.76","-4.7","+1.49","-0.7","+0.21","0",""
"1580",="6131","悠克","21.25","+0.5","+2.41%","-0.6","-0.18","-1.51","-1.28","-1.46","-0.67","-0.38","-0.49","-0.66","-0.99","+0.02","-3.31","+3.77","+0.35",""
"1065",="6133","金橋","10.8","0","0%","-0.12","+0.19","+0.46","-0.38","-1.5","-0.31","-0.29","-1.14","+1.51","+0.02","+0.33","-0.1","-0.26","-0.02",""
"1581",="6134","萬旭","15.95","+0.35","+2.24%","-0.06","+0.22","+1.13","+2.65","-2.33","+4.07","-5.11","-6.14","-0.26","+1.72","+1.15","+0.76","+1.45","+0.32",""
"71",="6136","富爾特","24.1","0","0%","-0.13","-2.26","+0.19","+1.69","-1.12","+0.5","+1.19","-1.79","+0.22","-0.21","0","-0.03","+0.04","+0.06",""
"546",="6138","茂達","46.65","-0.75","-1.58%","-0.12","-0.7","-1.3","+1.87","-2.28","+0.1","-0.03","-0.12","-0.19","-0.03","+1.21","-0.52","+0.51","","+0.37"
"702",="6139","亞翔","37.65","+0.2","+0.53%","-0.36","-0.49","-1.53","+0.21","-2.74","-1.46","+1.91","0","-0.55","-0.62","-0.76","-0.3","+1.95","+0.05",""
"1582",="6140","訊達","13.35","+0.1","+0.75%","-0.07","+0.62","+0.72","-0.23","-0.84","-0.67","+0.92","+0.51","-1.12","-0.17","+0.02","-0.34","-0.26","+0.15",""
"1112",="6141","柏承","18.75","+0.45","+2.46%","-0.32","-0.24","+1.47","+0.31","-2.49","-0.86","+0.66","-0.51","-0.9","-0.7","+0.6","-3.26","+2.05","+1.75",""
"195",="6142","友勁","8.33","+0.03","+0.36%","-0.16","+2.58","-3.36","+0.7","-1.45","+0.01","-0.27","-1.24","+1.09","-0.22","-1.29","+0.34","+1.16","","-1.08"
"368",="6143","振曜","53.4","-0.3","-0.56%","+0.23","+0.54","+1.15","+0.82","-1.98","+2.38","+0.85","-2.71","+2.8","+2.96","-2.83","+0.79","-2","-2.15",""
"1583",="6144","得利影","9.6","+0.25","+2.67%","+0.14","+1.58","-1.82","+2.67","-0.88","-2.68","+2.67","+0.51","-0.28","+0.08","+0.37","-0.02","-0.53","+0.09",""
"1584",="6145","勁永","13.1","0","0%","-0.04","-0.49","+1.39","-4.47","-1.74","+7.94","-7.19","+1.85","+3.37","-1.13","+0.39","+0.03","-0.44","-0.19",""
"670",="6146","耕興","156","-1","-0.64%","+0.33","-0.22","-0.05","+0.65","+0.16","+1.01","+0.8","-0.48","-0.71","+0.42","+2.28","+0.97","-0.85","","+0.03"
"736",="6147","頎邦","57.3","0","0%","-0.12","+0.35","-2.48","+1.22","-3.36","+0.88","+3.43","-1.55","+1.32","-0.19","-0.19","-0.76","-0.12","","+0.48"
"1585",="6148","驊宏資","5.01","0","0%","+0.06","-3.1","+5.68","-0.3","-1.34","+1.35","-0.52","+1.05","-0.21","+0.27","-0.09","-0.49","-1.55","-1.2",""
"1586",="6150","撼訊","73.7","+4.8","+6.97%","-0.03","-3.53","-1","+6.07","-1.33","+2.09","+0.02","-2.83","-1.73","-0.48","+0.23","-2.9","+4.98","-0.54",""
"50",="6151","晉倫","24.3","+0.1","+0.41%","0","-0.21","-0.32","-0.67","-0.64","+1.56","+0.43","-0.93","-0.77","+0.64","-0.34","+1.32","-0.03","-0.14",""
"1587",="6152","百一","9.04","+0.04","+0.44%","-0.32","-5.55","+2.09","+3.16","-1.61","+0.75","+0.16","+0.39","-0.26","-0.63","-3.64","-0.38","+1.67","+0.65",""
"1151",="6153","嘉聯益","41","+0.9","+2.24%","-0.41","-2.45","-0.58","-1.13","-0.94","+1.28","+1.71","+0.85","-0.88","-0.99","-0.77","+0.66","-1.68","-0.02",""
"293",="6154","順發","16.6","0","0%","-0.18","-0.59","+1.45","+1.27","-3.28","-0.5","+0.57","+0.2","-0.84","+0.08","-0.19","-0.49","+0.13","0",""
"552",="6155","鈞寶","18.85","-0.05","-0.26%","-0.19","-0.64","+0.59","-0.03","-1.13","+0.59","-1.13","-0.64","+0.52","+0.05","0","-0.23","-0.26","-0.42",""
"854",="6156","松上","26.15","-0.1","-0.38%","-0.12","-3.06","+0.22","-4.18","-1.3","+2.92","-2.85","+2.06","+3.14","-0.92","+1.56","+0.76","+0.24","+0.38",""
"249",="6158","禾昌","19.05","0","0%","-0.1","+2.08","-1.83","+0.4","+0.06","+3.23","-2.59","-2.69","-0.05","-4.6","+1.48","+2.06","+1.26","","-0.33"
"417",="6160","欣技","18.9","-0.45","-2.33%","-0.48","+0.08","-1.35","+0.32","-1.79","-2.47","+1.01","+0.02","-1.57","-0.42","-0.2","+0.04","+0.59","","-2.43"
"279",="6161","捷波","14.7","0","0%","+0.04","+1.3","+0.14","-0.7","-2.74","+3.16","-0.91","+1.25","-4.86","+3.33","+0.33","-0.41","+0.55","+0.33",""
"1588",="6163","華電網","14.25","+0.6","+4.4%","+0.22","-2.05","+4.86","+1.44","+2.45","-3.04","-1.11","+0.65","+1.94","-0.28","-3.23","-0.62","+1.64","+0.07",""
"282",="6164","華興","13.95","+0.05","+0.36%","+0.05","+0.24","+0.58","+0.51","-0.91","-0.05","+0.1","-0.65","-0.11","+1.07","-0.22","-0.66","+0.69","","-0.64"
"1589",="6165","捷泰","38.55","+2.05","+5.62%","-0.11","+2.12","-2.55","-1.55","-0.7","+3.45","-2.84","-0.27","-0.3","+1","-0.51","+0.88","0","+0.02",""
"937",="6166","凌華","67.7","-0.7","-1.02%","-0.09","+0.72","-0.65","+0.61","-1.62","-0.72","+3.65","-2.02","-1.8","+1.2","+0.78","-0.18","-1.03","","+0.51"
"1590",="6167","久正","8.5","-0.2","-2.3%","+0.07","-2.95","+3.33","-0.34","-3.77","-0.65","+3.8","+0.53","+0.33","-0.55","+0.93","-0.45","+0.61","-0.02",""
"1591",="6168","宏齊","17.8","+0.8","+4.71%","-0.24","-0.9","+0.51","+0.19","-0.36","-0.68","+0.33","-0.87","-2.89","+2.8","+1.64","-1.89","-0.7","+1.33",""
"1592",="6169","昱泉","42.85","+0.35","+0.82%","-0.41","-0.23","+1.02","-0.38","+3.41","+15","-19.7","+1.51","-3.88","+0.5","-0.97","-1.44","+0.22","+0.9",""
"1181",="6170","統振","12.75","-0.1","-0.78%","-0.2","-0.28","-0.22","-0.21","+0.17","-2.53","+0.62","+1.2","-1.67","-0.84","+1.51","+0.15","-0.33","+0.04",""
"1061",="6171","亞銳士","10.65","-0.05","-0.47%","-0.08","-0.64","-0.32","-0.21","+0.09","-0.16","-0.02","+0.15","-1.06","+0.93","-0.21","+1.69","-1.21","","-0.1"
"1593",="6172","互億","10.35","0","0%","-0.13","-0.75","-3.79","+0.58","-0.8","-0.33","+2.16","-3.21","+1.52","+2.56","+0.67","-0.11","-0.07","-0.12",""
"1184",="6173","信昌電","34.05","+1.35","+4.13%","+0.08","-1.8","+1.82","+0.89","-1.08","+0.59","+0.67","-1.22","-0.56","+0.37","+0.64","-0.01","+0.62","","+0.31"
"122",="6174","安碁","13.4","+0.15","+1.13%","+0.05","-10","+7.76","+2.4","-0.27","-0.78","+1.19","-0.65","+0.19","+1.54","-0.85","0","+0.05","-0.31",""
"1071",="6175","立敦","27.85","-1.45","-4.95%","0","-0.87","-0.7","+0.71","-0.36","-0.58","+2.69","+1.27","-2.33","-0.57","+0.45","+0.12","+0.17","","+1.73"
"171",="6176","瑞儀","64.7","+0.3","+0.47%","-0.26","-2.06","-3.1","+0.31","-1.9","+0.17","+2.81","+3.9","+2.04","-1.92","-2.12","-1.4","+0.2","","+0.39"
"236",="6177","達麗","34.25","+0.95","+2.85%","+0.15","-0.38","-0.95","+1.43","+1.47","-0.45","+3.41","-2.35","+3.82","-5.81","+8.79","-5.36","-1.83","+2.36",""
"257",="6179","亞通","46.1","-0.9","-1.91%","+0.19","+0.6","-1.06","-0.05","-2.72","+0.91","+0.38","+0.11","-1.17","-3.35","+6.42","+1.85","+0.34","+0.25",""
"1594",="6180","橘子","92.1","+6.2","+7.22%","-0.11","-0.67","+4.88","-0.52","-0.89","+0.48","-0.66","-0.31","-3.48","+2.74","+0.12","+1.87","-4.91","+0.78",""
"1595",="6182","合晶","43.1","+3.9","+9.95%","-0.43","+0.25","+2.5","+1.72","-1.46","-5.58","+3.41","-2.15","-2.63","+0.93","-0.75","+2.22","-3.62","","+1"
"658",="6183","關貿","30.15","+0.15","+0.5%","+0.06","-0.13","+0.33","-0.11","+0.13","-0.23","+0.44","-0.01","+0.32","-0.15","+0.02","-0.08","+0.14","","+0.34"
"1131",="6184","大豐電","35.15","0","0%","-0.42","-0.36","+0.38","+0.14","-0.92","+1.14","+0.58","-0.73","-0.01","-1.04","+0.67","-1.37","-3.58","","+2.57"
"68",="6185","幃翔","20.15","-0.1","-0.49%","-0.11","-0.07","-1.99","+0.71","-1.51","+1.33","+1.29","-2.43","+1.2","+1.15","-0.23","-0.43","-0.3","","-0.5"
"18",="6186","新潤","17.45","0","0%","+0.45","-3.12","+5.13","-1.4","-1.68","+3.03","-0.75","+0.97","+1.24","+4.96","-3.17","+3.1","-2.9","-1.27",""
"525",="6187","萬潤","65","+1.2","+1.88%","+0.15","-0.95","-0.37","+0.97","+1.08","-1.42","+1.64","-6.93","+1.83","+3.21","+0.98","+0.26","+1.45","","-0.58"
"673",="6188","廣明","37.8","-0.2","-0.53%","-0.1","+2.91","-1.44","+0.85","-1.33","+1.04","-2.64","-0.44","-0.26","+1.86","+0.38","-2.4","+0.27","-0.08",""
"74",="6189","豐藝","27.8","0","0%","-0.15","+0.05","-0.76","+0.15","-1.99","+0.55","-0.03","+0.32","+0.03","+0.66","+0.25","-0.26","-0.72","-0.55",""
"774",="6190","萬泰科","14.7","+0.15","+1.03%","+0.16","+1.21","+1.7","-0.03","-3.45","+2.92","+0.05","-1.18","-1.53","+0.51","+0.6","-0.08","+1.26","+0.02",""
"884",="6191","精成科","13.85","-0.2","-1.42%","-0.29","+2.28","-0.63","-1.29","-3.5","+0.66","-0.65","+0.41","-1.61","-0.86","+0.95","-0.89","+1.68","-0.18",""
"773",="6192","巨路","57.5","+0.2","+0.35%","+0.13","+0.17","+1.6","+1.47","-0.39","-0.82","+0.64","+0.45","-0.18","-0.29","-0.04","-0.48","-0.51","","-0.12"
"704",="6194","育富","19.8","0","0%","-0.59","+2.43","-2.1","+0.08","-2.36","-0.08","-2.07","+1.02","-1.24","-0.61","+0.02","-1.4","-0.73","+0.22",""
"420",="6195","詩肯","56.2","+0.1","+0.18%","+0.89","+0.48","+2.63","+4.4","+3.07","-3.55","+1.91","+4.11","-1.19","+1.58","-0.51","-1.71","-0.58","+0.44",""
"413",="6196","帆宣","39.1","+0.65","+1.69%","-0.23","-2.35","-0.74","-1.17","-0.23","-2.39","+1.84","+1.47","-0.77","-0.23","+0.98","+0.45","+0.34","","+0.38"
"733",="6197","佳必琪","32.65","-0.1","-0.31%","-0.17","-2.53","+2.53","-0.92","-3.55","+1.35","-0.7","-0.96","+0.77","+0.58","+0.85","-0.29","+0.87","+0.12",""
"1596",="6198","凌泰","22","0","0%","0","-1.45","-0.1","+1.98","-2.95","+1.22","+0.62","-0.16","+0.12","-0.31","-0.34","+0.11","+1.31","-1.89",""
"1597",="6199","天品","24.85","-0.1","-0.4%","+0.1","+0.23","+0.82","+0.07","+1.33","-5.02","+1.14","+0.67","+2.25","-0.9","+1.03","-0.12","-0.3","+0.21",""
"36",="6201","亞弘電","29.7","+0.1","+0.34%","+0.02","+0.96","-0.97","+1.03","-1.29","-0.55","-0.02","+0.11","-0.47","-0.76","+0.59","+0.5","+1.15","","-1.15"
"545",="6202","盛群","77","-2","-2.53%","-0.04","+0.44","+0.56","-1","-1.28","+0.05","+0.75","-1.17","+0.15","+0.81","+0.18","+0.07","-0.1","","+0.32"
"204",="6203","海韻電","30.15","+0.1","+0.33%","+0.1","+1.49","+1.7","+5.56","-4.11","+0.58","-2.63","+0.34","-0.91","+0.1","+0.93","-1.92","+0.06","-1.04",""
"579",="6204","艾華","22.9","0","0%","-0.15","-0.34","+0.14","+0.36","-1.4","+0.7","+0.85","-0.78","-0.72","+0.29","-0.49","-0.72","+0.34","+0.16",""
"269",="6205","詮欣","32.35","+1.6","+5.2%","-0.02","+0.12","-0.6","+2.8","-3.77","0","-0.99","-0.46","+0.94","+0.51","+1.59","-0.57","+0.24","","-0.94"
"329",="6206","飛捷","85.8","+0.7","+0.82%","+0.1","+0.43","+1.6","+1.5","-2.72","+1.27","+0.11","-1.13","+0.16","+1.31","-0.13","-0.23","-1","","-0.63"
"450",="6207","雷科","29.3","+0.15","+0.51%","-0.17","-2.57","+2.54","+0.12","-3.04","+0.88","+1.97","-1.32","-1.47","-1.03","+1.93","+0.62","-0.63","+0.7",""
"885",="6208","日揚","27.7","+0.6","+2.21%","-0.16","-0.33","-0.46","-1.19","-0.44","-1.25","+1.88","+0.46","-1.32","+0.34","+0.17","-0.32","+0.48","+0.24",""
"1144",="6209","今國光","39.05","+0.75","+1.96%","-0.72","-2.2","-3.81","-0.74","-1.89","-2.23","+4.38","+0.15","+0.23","-2.11","-1.32","+0.08","+0.8","","-0.53"
"556",="6210","慶生","44.6","-0.1","-0.22%","+0.39","+0.96","+1.15","+1.17","-0.34","-0.14","+3.44","-1.05","+0.65","-0.19","+1.49","-0.37","-2.13","","+1.24"
"372",="6212","理銘","27","-0.1","-0.37%","+0.47","+0.9","-3.62","+5.26","+0.19","+2.58","-2.83","+0.19","+2.01","-3.08","0","+4.82","-0.79","-1.17",""
"619",="6213","聯茂","59.6","-1.4","-2.3%","0","-1.57","+1.93","+0.43","-2.14","+1.17","+2.39","-1.49","-0.47","-0.82","-0.9","+0.3","+1.21","","+0.68"
"66",="6214","精誠","58.2","+0.6","+1.04%","-0.06","-1.12","-0.36","-0.66","-5.65","+8.46","-1.52","-3.7","+0.66","+2.24","-0.44","-0.78","+2.21","+1.27",""
"960",="6215","和椿","19.7","-0.3","-1.5%","-0.24","-0.77","-0.77","+0.33","-1.27","-0.46","+1.04","-1.01","-0.53","+0.33","+1.21","-1.22","+0.25","+0.11",""
"48",="6216","居易","28.75","-0.05","-0.17%","-0.22","-3.98","-0.06","+1.43","-1.36","-0.05","-0.4","+0.41","-0.22","+0.49","+0.43","+0.56","+0.08","-0.47",""
"421",="6217","中探針","34.1","-0.4","-1.16%","+0.29","-0.79","+1.97","-0.9","+0.18","+1.22","+1.34","-0.81","-0.01","+0.67","+1.29","+0.6","-1.32","+0.33",""
"221",="6218","豪勉","18.55","0","0%","-0.22","-2.63","+4.36","-3.07","+0.44","-1.74","+2.88","-0.99","-2.08","+0.22","-0.02","-0.17","+0.19","","-0.1"
"1190",="6219","富旺","10.65","+0.05","+0.47%","+0.08","-4.54","+5.06","+0.42","-6.39","+5.6","+3.43","-4.46","+3.57","+0.58","+0.9","-3.16","-0.04","+0.63",""
"640",="6220","岳豐","56.1","+1.3","+2.37%","+0.38","+2.46","+0.76","-0.96","-1.42","+2.71","-1","-0.91","-0.14","+0.04","+1.32","-0.8","+2.54","+0.75",""
"1050",="6221","晉泰","25","+0.15","+0.6%","+0.06","-1.33","+1.66","+0.46","-0.66","-1.41","+1.8","+1.12","-0.49","+0.13","-0.48","+0.76","-0.81","+0.01",""
"1598",="6222","上揚","9.48","-0.01","-0.11%","-0.52","-3.19","-0.48","+2.56","-5.91","+3.9","+3.52","-1.43","+1.48","-2.38","+1.03","-1.94","-3.36","+1.96",""
"325",="6223","旺矽","71.5","-0.5","-0.69%","-0.35","-6.36","+1.95","-0.26","-2.97","-3.89","+9.89","-1.53","-4.43","-0.16","+3.08","-2.91","+3.38","","-2.82"
"77",="6224","聚鼎","55.3","+0.2","+0.36%","+0.21","-0.4","+0.43","+0.46","-0.78","+0.52","+1.87","+0.06","+0.2","-0.22","+0.29","+0.82","-0.76","","-0.85"
"1599",="6225","天瀚","3.63","0","0%","+0.01","-5.42","+4.52","+2.26","-1.8","-0.6","-1.31","+0.28","-1.29","+1.09","+0.44","+1.48","+0.43","+0.09",""
"1075",="6226","光鼎","11.2","0","0%","+0.04","+0.45","+0.31","+0.27","-0.57","-0.78","+0.47","-1.31","-0.8","+2.18","+0.01","-1.06","+1.26","+0.25",""
"424",="6227","茂綸","19","-0.2","-1.04%","-0.25","-1.72","-0.8","-0.3","-0.85","+0.36","-0.1","-0.61","-0.01","-0.19","+0.88","+0.42","-0.06","-0.97",""
"1600",="6228","全譜","10.05","-0.05","-0.5%","-0.15","-3.17","+4.05","-0.57","-0.34","+0.14","-0.58","+0.22","-2.29","+2.44","-1.49","+0.45","-0.66","-0.65",""
"777",="6229","研通","19.35","-0.05","-0.26%","-0.1","-0.32","+1.07","-0.74","-1.02","-0.38","+1.22","-1.23","-0.14","+0.63","-0.1","-0.75","+0.58","-0.08",""
"106",="6230","超眾","97.2","-0.8","-0.82%","+0.46","-2.26","-1.54","+1.85","-0.67","+0.45","+0.93","-1.29","+1.93","+1.41","+0.4","+1.17","+3.18","-3.43",""
"1220",="6231","系微","57.2","+1.1","+1.96%","+0.26","+4.86","-0.24","+0.95","+2.37","+3.01","-0.31","+2.91","-6.14","-2.58","-0.18","+0.59","-2.13","","+1.89"
"1601",="6233","旺玖","11.1","0","0%","-0.67","-5.88","-1.64","+1.13","-0.86","-0.48","+0.47","-0.59","-0.58","+0.04","-0.02","+0.25","+0.15","","+0.13"
"922",="6234","高僑","18.15","-0.25","-1.36%","-0.85","+1.13","-5.22","-4.73","-1.28","-5.01","+4.91","+0.01","-2.65","+1.02","+2.65","+3.1","-4.07","+0.12",""
"16",="6235","華孚","17","-0.05","-0.29%","+0.37","-2.53","-0.76","-0.39","-7.22","+3.14","+3.35","+0.54","-1.16","+0.72","-0.66","+1.53","+7.9","-0.55",""
"1602",="6236","康呈","23.75","-1.05","-4.23%","+0.08","-3.02","+2.77","-0.74","-0.35","+1.25","+0.83","+1.69","-3.72","+2.58","+1","-1.47","+0.19","-0.59",""
"1187",="6237","驊訊","28.6","+0.3","+1.06%","-0.18","+3.6","+0.73","-1.43","-4.29","-1.33","-0.14","-2.95","+1.59","+1.29","+1.01","+0.19","-0.38","","+1.66"
"865",="6238","勝麗","250","+9","+3.73%","+0.98","-4.09","-2.04","+6.13","+0.13","+4.09","-1.4","-1.96","+2.13","+3.87","-3.44","+8.42","-0.11","-0.67",""
"616",="6239","力成","95","-1","-1.04%","-0.18","+0.43","+1.46","+0.84","-0.7","-2.94","+3.45","-4.96","-1.35","-9.82","+9.48","+0.96","+1","+0.65",""
"1603",="6240","松崗","26.2","0","0%","+0.4","+0.69","+2.17","+0.69","-0.72","+0.15","-6.25","+2.14","+5.28","+1.72","-1.16","+0.82","-0.78","+0.33",""
"1604",="6241","易通展","13.1","-0.1","-0.76%","+0.54","-0.55","+4.32","+3.67","-1.26","+2.03","-0.37","-0.89","+4.16","-3","+0.7","-2.54","+0.22","-0.66",""
"1002",="6242","立康","57.5","+5.2","+9.94%","+0.46","-0.28","+2.84","-3.3","+1.35","+0.11","-0.2","-1.1","+1.4","-1.41","+1.33","+4.62","+0.13","","+2.95"
"1605",="6243","迅杰","21.75","-1.3","-5.64%","-0.12","+3.14","+1.44","+1.56","-4.83","+0.59","-0.15","-2.15","-1.4","+0.7","-0.2","-0.51","+0.36","","-0.13"
"1606",="6244","茂迪","22.85","+0.2","+0.88%","-1.2","+1.66","+1.82","-3.46","-3.32","-8.79","+11.9","-17.9","-5.91","+12.1","-2.99","+1.04","-0.49","","-4.3"
"191",="6245","立端","44.45","-0.2","-0.45%","+0.04","-2.76","+0.15","+2.76","-2.35","-0.94","-0.18","+2.36","+1.13","+0.23","-0.32","-0.11","+0.54","-0.49",""
"21",="6246","臺龍","17.85","-0.2","-1.11%","+0.6","-5.15","+3.01","-0.16","-2.05","+4.36","-0.38","+0.64","-2.63","-1.53","-3.27","+6.08","+8.27","+0.43",""
"1143",="6247","淇譽電","11.4","-0.05","-0.44%","+0.1","+3.34","-1.49","-0.34","-0.26","+0.76","+0.03","-2.22","+1.02","-0.93","+1.61","+1","-1.37","-0.51",""
"588",="6248","沛波","18.5","0","0%","-0.02","-0.14","-0.84","-0.66","+0.51","-1.72","+1.79","-4.01","-3.84","+5.97","+3.29","+0.51","-1.09","-0.66",""
"1607",="6251","定穎","12.25","+0.05","+0.41%","-0.33","+4.05","-2.94","-0.56","-2.21","+0.98","-3.03","+0.77","-3.36","+1.42","+1.75","-1.18","+0.37","","+0.33"
"334",="6257","矽格","28.4","+0.15","+0.53%","-0.05","-1.09","+0.79","-0.34","-1.08","+0.59","+1.74","-1.16","+0.57","-0.34","+0.46","-0.79","+0.06","","-0.01"
"1608",="6259","百徽","2.8","-0.1","-3.45%","-0.43","+0.25","-4.36","+3.9","+0.47","+0.84","+0.17","-0.57","-0.65","+0.2","-0.25","-0.94","-4.2","+5.45",""
"394",="6261","久元","57.1","+0.7","+1.24%","-0.4","-2.68","+3.05","-1.2","-1.32","-2.02","+4.46","-1.85","-1.18","-1.25","+1.79","-2.33","-0.26","-0.51",""
"219",="6263","普萊德","60.1","+1","+1.69%","-0.08","+0.01","-1.04","-0.3","-1.27","-0.47","-0.55","-0.21","+1.11","+0.58","+0.8","+0.26","+0.12","","+0.27"
"1609",="6264","富裔","6.1","-0.02","-0.33%","-0.67","-4.83","-3.31","-1.3","+0.01","-0.32","+1.7","+0.06","+0.1","+0.23","-1.35","-0.32","+1.28","+0.76",""
"1610",="6265","方土昶","6.9","-0.08","-1.15%","-0.06","-0.36","-0.37","+0.61","+0.96","-1.64","+0.4","-0.34","-0.2","+0.59","+0.11","-0.12","-0.41","-0.27",""
"466",="6266","泰詠","13.55","+0.25","+1.88%","-0.12","-2.19","+1.17","+0.62","-1.89","-0.26","+1.7","-0.75","-0.4","+0.34","+0.41","+0.83","-1.08","+0.07",""
"625",="6269","台郡","118.5","-0.5","-0.42%","+0.44","-5.25","+1.67","+1.01","+1.52","+0.88","+1.13","+3.23","+1.95","+0.4","-2.93","+4.12","-2.41","","+0.91"
"699",="6270","倍微","13.1","+0.1","+0.77%","-0.49","-0.99","-1.44","+0.23","-1.88","-0.28","+0.53","-1.86","-5.45","+5.03","+0.44","-0.29","+0.03","-0.03",""
"620",="6271","同欣電","141","+1.5","+1.08%","+0.55","+1.34","+2.15","+2.54","-1.79","-0.17","+2.15","+0.48","+1.69","+1.64","-0.45","-2.88","-0.1","-1.23",""
"898",="6274","台燿","73.6","+1.1","+1.52%","+0.04","-1.84","+0.79","-0.45","-1.3","-0.48","+1.53","-0.81","+1.23","+0.55","+0.55","0","+0.65","","+0.75"
"837",="6275","元山","19","+0.25","+1.33%","0","+0.62","-0.55","+0.22","-1.26","-0.22","+1.13","-0.69","-0.02","+0.01","+0.37","-0.38","+0.83","+0.07",""
"1611",="6276","安鈦克","12.5","-0.1","-0.79%","-0.17","-0.22","+0.24","-1.83","-2.66","-0.01","+3.5","-1.81","+4.83","-1.42","-0.02","-3.5","+0.87","+0.89",""
"135",="6277","宏正","79.6","+1.4","+1.79%","+0.04","+0.89","+1.86","-2.56","-2.78","-0.21","+1.49","-0.47","-0.29","+2.17","+0.17","-0.47","+0.7","-0.49",""
